birth_state,name,rookie_yr
Ireland,Barney McLaughlin,1884
KY,Mox McQuery,1884
CA,Pete Meegan,1884
IL,Frank Meinke,1884
KY,Ed Merrill,1884
MA,Cyclone Miller,1884
NY,Doggie Miller,1884
Germany,Joe Miller,1884
PA,Jocko Milligan,1884
WV,Joe Moffet,1884
WV,Sam Moffet,1884
,Henry Moore,1884
NY,Ed Morris,1884
MA,Jon Morrison,1884
OH,Charlie Morton,1884
Canada,Bill Mountjoy,1884
RI,Joe Mulvey,1884
PA,John Murphy,1884
MA,Willie Murphy,1884
NY,George Myers,1884
VA,Billy Nash,1884
MO,Henry Oberbeck,1884
VT,Frank Olin,1884
NY,Dave Orr,1884
PA,Elias Peak,1884
LA,John Peltz,1884
MI,Jimmy Peoples,1884
PA,Dick Phelan,1884
PA,Marr Phillips,1884
IL,George Pinkney,1884
VT,Henry Porter,1884
PA,Abner Powell,1884
VA,Jim Powell,1884
NH,Walter Prince,1884
,Joe Quinn,1884
KY,Phil Reccius,1884
Canada,Billy Reid,1884
NY,Danny Richardson,1884
PA,Yank Robinson,1884
PA,John Ryan,1884
MD,Jimmy Say,1884
IL,Jumbo Schoeneck,1884
IL,Milt Scott,1884
IL,Emmett Seery,1884
PA,Billy Serad,1884
,Taylor Shafer,1884
Germany,Gus Shallix,1884
MA,Mike Slattery,1884
RI,Ed Smith,1884
PA,Germany Smith,1884
IL,Tony Suck,1884
IL,Fleury Sullivan,1884
IA,Billy Sunday,1884
NY,Rooney Sweeney,1884
IL,Lou Sylvester,1884
NH,Fred Tenney,1884
MA,Adonis Terry,1884
NY,John Tilley,1884
NY,Bill Traffley,1884
MA,Ed Trumbull,1884
MA,Bill Vinton,1884
GA,Alex Voss,1884
OH,Fleet Walker,1884
OH,Podge Weihe,1884
OH,Curt Welch,1884
MO,Perry Werden,1884
OH,Buck West,1884
GA,Bill White,1884
Canada,Milt Whitehead,1884
DC,Bill Wise,1884
,Willis Wyman,1884
IL,Al Atkinson,1884
IN,Jake Aydelott,1884
,Ed Bagley,1884
KY,Kid Baldwin,1884
OH,Bob Black,1884
PA,Henry Boyle,1884
NY,Frank Brill,1884
IL,Ed Brown,1884
PA,Jim Brown,1884
MA,James Burke,1884
PA,Oyster Burns,1884
CA,John Cahill,1884
TN,Bob Caruthers,1884
MA,John Clarkson,1884
MA,Ed Conley,1884
NJ,John Connor,1884
PA,Jim Conway,1884
MA,Jack Corcoran,1884
MA,Ed Crane,1884
MA,Daisy Davis,1884
NY,Ed Dugan,1884
OH,Joe Ellick,1884
VA,Charlie Ferguson,1884
,John Fischer,1884
CA,Jim Fogarty,1884
MD,Dave Foutz,1884
PA,Chris Fulmer,1884
,Charlie Geggus,1884
,Pretzels Getzien,1884
NY,John Hamill,1884
NJ,John Harkins,1884
IL,Ernie Hickman,1884
PA,Charlie Hilsey,1884
IA,Charlie Hodnett,1884
,Patrick Horan,1884
PA,Charlie Householder,1884
CT,Jim Keenan,1884
PA,Sam Kimber,1884
Canada,Joe Knight,1884
WI,Tom Lee,1884
OH,Milo Lockwood,1884
United Kingdom,Mac MacArthur,1884
MA,Tommy McCarthy,1884
IN,Al McCauley,1884
CA,Jim McElroy,1884
OH,Deacon McGuire,1884
NY,Larry McKeon,1884
Ireland,Barney McLaughlin,1884
CA,Pete Meegan,1884
IL,Frank Meinke,1884
MA,Cyclone Miller,1884
WV,Sam Moffet,1884
NY,Ed Morris,1884
OH,Charlie Morton,1884
Canada,Bill Mountjoy,1884
PA,John Murphy,1884
VA,Billy Nash,1884
MO,Henry Oberbeck,1884
NY,Dave Orr,1884
MI,Jimmy Peoples,1884
IL,George Pinkney,1884
VT,Henry Porter,1884
PA,Abner Powell,1884
KY,Phil Reccius,1884
NY,Danny Richardson,1884
PA,Yank Robinson,1884
PA,John Ryan,1884
IL,Jumbo Schoeneck,1884
IL,Milt Scott,1884
IL,Emmett Seery,1884
PA,Billy Serad,1884
Germany,Gus Shallix,1884
RI,Ed Smith,1884
PA,Germany Smith,1884
IL,Fleury Sullivan,1884
IA,Billy Sunday,1884
IL,Lou Sylvester,1884
NH,Fred Tenney,1884
MA,Adonis Terry,1884
MA,Ed Trumbull,1884
MA,Bill Vinton,1884
GA,Alex Voss,1884
OH,Curt Welch,1884
MO,Perry Werden,1884
GA,Bill White,1884
Canada,Milt Whitehead,1884
DC,Bill Wise,1884
,Willis Wyman,1884
PA,Norm Baker,1885
NY,Lady Baldwin,1885
RI,Charley Bassett,1885
PA,Charlie Bastian,1885
NY,Buck Becannon,1885
WI,Cal Broughton,1885
Canada,Joe Brown,1885
NY,Dan Casey,1885
PA,Pete Conway,1885
MS,Doug Crothers,1885
,Andy Cusick,1885
MA,Con Daily,1885
RI,Ed Daily,1885
VT,Pat Dealy,1885
MD,Frank Foreman,1885
WI,Charlie Ganzel,1885
PA,Ed Greer,1885
NH,Tom Gunning,1885
,Egyptian Healy,1885
,Moxie Hengel,1885
MA,John Henry,1885
PA,Harry Jacoby,1885
IL,Ted Kennedy,1885
MO,John Kirby,1885
PA,Ed Knouff,1885
RI,Tom Lovett,1885
VT,Tom Lynch,1885
OH,Al Mays,1885
PA,Jim McTamany,1885
Canada,Jerry Moore,1885
IL,Al Myers,1885
OH,George Pechiney,1885
IN,Toad Ramsey,1885
IN,Sam Thompson,1885
RI,Guerdon Whiteley,1885
Canada,Pete Wood,1885
PA,Norm Baker,1885
NY,Lady Baldwin,1885
PA,Charlie Bastian,1885
NY,Buck Becannon,1885
Canada,Joe Brown,1885
NY,Dan Casey,1885
PA,Pete Conway,1885
MS,Doug Crothers,1885
RI,Ed Daily,1885
MD,Frank Foreman,1885
,Egyptian Healy,1885
MA,John Henry,1885
IL,Ted Kennedy,1885
MO,John Kirby,1885
PA,Ed Knouff,1885
RI,Tom Lovett,1885
OH,Al Mays,1885
OH,George Pechiney,1885
IN,Toad Ramsey,1885
Canada,Pete Wood,1885
OH,Al Bauer,1886
IL,Steve Behel,1886
PA,Lou Bierbauer,1886
IL,Ernie Burch,1886
KY,Bob Clark,1886
MA,Dick Conway,1886
NY,Paul Cook,1886
WI,Amos Cross,1886
NY,Jumbo Davis,1886
IL,Harry Decker,1886
IL,Jim Donahue,1886
RI,Jocko Flynn,1886
MA,Frank Gilmore,1886
OH,Frank Graves,1886
OH,Jim Handiboe,1886
KY,Bill Hart,1886
PA,John Hofford,1886
IL,Nat Hudson,1886
PA,Matt Kilroy,1886
OH,Denny Lyons,1886
Ireland,Reddy Mack,1886
DC,Tony Madigan,1886
MA,Chippy McGarr,1886
MA,Jack McGeachey,1886
MO,Trick McSorley,1886
PA,John Meister,1886
PA,Joe Murphy,1886
PA,Dave Oldfield,1886
MA,Wilbert Robinson,1886
MA,Jimmy Ryan,1886
WI,Otto Schomberg,1886
PA,John Shaffer,1886
MD,Billy Smith,1886
VA,Mike Smith,1886
PA,Phenomenal Smith,1886
OH,Bill Stemmyer,1886
WI,Joe Strauss,1886
NY,Tom Sullivan,1886
LA,Steve Toole,1886
MN,Joe Werrick,1886
OH,Al Bauer,1886
PA,Lou Bierbauer,1886
MA,Dick Conway,1886
RI,Jocko Flynn,1886
MA,Frank Gilmore,1886
OH,Frank Graves,1886
OH,Jim Handiboe,1886
KY,Bill Hart,1886
PA,John Hofford,1886
IL,Nat Hudson,1886
PA,Matt Kilroy,1886
DC,Tony Madigan,1886
MA,Jack McGeachey,1886
MO,Trick McSorley,1886
PA,Joe Murphy,1886
MA,Jimmy Ryan,1886
PA,John Shaffer,1886
MD,Billy Smith,1886
VA,Mike Smith,1886
PA,Phenomenal Smith,1886
OH,Bill Stemmyer,1886
WI,Joe Strauss,1886
NY,Tom Sullivan,1886
LA,Steve Toole,1886
NY,Myron Allen,1887
NY,Tug Arundel,1887
PA,Mark Baldwin,1887
CT,Ed Beecher,1887
OH,Jack Boyle,1887
CA,William Brown,1887
NY,Scrappy Carroll,1887
KY,Hub Collins,1887
MO,Clarence Cross,1887
WI,Lave Cross,1887
OH,Billy Crowell,1887
PA,Tom Daly,1887
MA,Law Daniels,1887
PA,Dell Darling,1887
Ireland,Jocko Fields,1887
OH,Bill George,1887
OH,Bob Gilks,1887
NY,Mike Griffin,1887
CT,Henry Gruber,1887
,Mortimer Hogan,1887
MO,Silver King,1887
NY,Doc Leitner,1887
MA,Connie Mack,1887
ME,Kid Madden,1887
PA,Mike Mattimore,1887
PA,Al Maul,1887
OH,Ed McKean,1887
RI,Hank Morrison,1887
PA,Mike Morrison,1887
MA,Bob Pettit,1887
OH,Ed Seward,1887
PA,George Shoch,1887
KY,Lev Shreve,1887
MA,Marty Sullivan,1887
VA,Pop Tate,1887
MO,George Tebeau,1887
NJ,Mike Tiernan,1887
,Ledell Titcomb,1887
PA,Jim Toy,1887
MA,Tommy Tucker,1887
OH,Larry Twitchell,1887
KY,Gus Weyhing,1887
MA,Bobby Wheelock,1887
NY,Myron Allen,1887
PA,Mark Baldwin,1887
CT,Ed Beecher,1887
OH,Billy Crowell,1887
Ireland,Jocko Fields,1887
OH,Bill George,1887
OH,Bob Gilks,1887
CT,Henry Gruber,1887
MO,Silver King,1887
NY,Doc Leitner,1887
ME,Kid Madden,1887
PA,Mike Mattimore,1887
PA,Al Maul,1887
RI,Hank Morrison,1887
PA,Mike Morrison,1887
MA,Bob Pettit,1887
OH,Ed Seward,1887
PA,George Shoch,1887
KY,Lev Shreve,1887
MA,Marty Sullivan,1887
MO,George Tebeau,1887
NJ,Mike Tiernan,1887
,Ledell Titcomb,1887
MA,Tommy Tucker,1887
OH,Larry Twitchell,1887
KY,Gus Weyhing,1887
PA,Gus Alberts,1888
PA,Wally Andrews,1888
MD,Ed Beatin,1888
MO,Jake Beckley,1888
CA,George Borchers,1888
NY,Dick Buckley,1888
MN,Bill Burdick,1888
MI,Count Campau,1888
DC,Elmer Cleveland,1888
DE,Bert Cunningham,1888
OH,Ed Delahanty,1888
PA,Jim Devlin,1888
RI,Hugh Duffy,1888
PA,Henry Easterday,1888
KY,Red Ehret,1888
OH,John Ewing,1888
NY,Jay Faatz,1888
NY,Bill Fagan,1888
MA,Duke Farrell,1888
MN,Elmer Foster,1888
OH,Shorty Fuller,1888
NJ,Kid Gleason,1888
MD,Walt Goldsby,1888
NY,Mike Goodfellow,1888
NJ,Gil Hatfield,1888
,Joseph Herr,1888
MS,Frank Hoffman,1888
OH,Dummy Hoy,1888
NY,Mickey Hughes,1888
PA,Heinie Kappel,1888
IA,Ed Keas,1888
DC,George Keefe,1888
WI,Gus Krock,1888
PA,Harry Lyons,1888
NY,John McGlone,1888
MA,Pat Murphy,1888
OH,George Proeser,1888
ME,Irv Ray,1888
VA,Ben Sanders,1888
NY,Pop Schriver,1888
MD,Sam Shaw,1888
NJ,Billy Shindle,1888
MD,Skyrocket Smith,1888
KY,Bill Sowders,1888
IL,Harry Staley,1888
KY,Scott Stratton,1888
IL,Sy Sutcliffe,1888
,John Tener,1888
NY,George Townsend,1888
OH,Farmer Vaughn,1888
VT,Lee Viau,1888
KY,John Weyhing,1888
WI,Walt Wilmot,1888
OH,Chief Zimmer,1888
MD,Ed Beatin,1888
MO,Jake Beckley,1888
CA,George Borchers,1888
MN,Bill Burdick,1888
DE,Bert Cunningham,1888
PA,Jim Devlin,1888
KY,Red Ehret,1888
OH,John Ewing,1888
NY,Bill Fagan,1888
NJ,Kid Gleason,1888
NJ,Gil Hatfield,1888
MS,Frank Hoffman,1888
NY,Mickey Hughes,1888
IA,Ed Keas,1888
DC,George Keefe,1888
WI,Gus Krock,1888
PA,Harry Lyons,1888
OH,George Proeser,1888
VA,Ben Sanders,1888
MD,Sam Shaw,1888
KY,Bill Sowders,1888
IL,Harry Staley,1888
KY,Scott Stratton,1888
,John Tener,1888
OH,Farmer Vaughn,1888
VT,Lee Viau,1888
KY,John Weyhing,1888
MO,Billy Alvord,1889
PA,George Bausewine,1889
KY,Ollie Beard,1889
MO,Jim Burns,1889
PA,Bart Cantz,1889
,Jack Carney,1889
NY,Spider Clark,1889
AL,Charlie Duffee,1889
IA,Jesse Duryea,1889
MA,Frank Dwyer,1889
PA,Billy Earle,1889
PA,Alex Ferson,1889
MA,Ed Flanagan,1889
KY,Hank Gastright,1889
PA,Ad Gumbert,1889
NH,George Haddock,1889
PA,Bill Hallman,1889
NJ,Billy Hamilton,1889
DE,Will Holland,1889
MO,Bug Holliday,1889
IL,Charlie Hoover,1889
CT,Bill Hutchinson,1889
Canada,Spud Johnson,1889
IL,Herman Long,1889
OH,Lefty Marr,1889
OH,Jimmy McAleer,1889
MO,John McCarty,1889
MA,Michael McDermott,1889
DE,Sadie McMahon,1889
IL,John Pickett,1889
MD,Tom Quinn,1889
NY,Harry Raymond,1889
IN,Amos Rusie,1889
CT,Dan Shannon,1889
IN,Harry Smith,1889
NY,Andy Sommers,1889
KY,John Sowders,1889
PA,Jack Stivetts,1889
IN,Park Swartzel,1889
CA,Pete Sweeney,1889
MO,Patsy Tebeau,1889
PA,Phil Tomney,1889
MN,Joe Visner,1889
WV,Farmer Weaver,1889
PA,George Bausewine,1889
NY,Spider Clark,1889
IA,Jesse Duryea,1889
MA,Frank Dwyer,1889
PA,Alex Ferson,1889
KY,Hank Gastright,1889
PA,Ad Gumbert,1889
NH,George Haddock,1889
PA,Bill Hallman,1889
MO,Bug Holliday,1889
CT,Bill Hutchinson,1889
OH,Jimmy McAleer,1889
MO,John McCarty,1889
MA,Michael McDermott,1889
DE,Sadie McMahon,1889
NY,Harry Raymond,1889
IN,Amos Rusie,1889
KY,John Sowders,1889
PA,Jack Stivetts,1889
IN,Park Swartzel,1889
MO,Patsy Tebeau,1889
OH,Bob Allen,1890
PA,Dave Anderson,1890
MA,Jim Andrews,1890
OH,Joe Ardner,1890
IN,Kirtley Baker,1890
IL,Charlie Bartson,1890
PA,Tun Berger,1890
NY,Ned Bligh,1890
NY,Frank Bowes,1890
PA,Sumner Bowman,1890
PA,Grant Briggs,1890
VA,Steve Brodie,1890
PA,Eddie Burke,1890
WV,Jesse Burkett,1890
NY,Will Calihan,1890
PA,Ed Cartwright,1890
MD,Cupid Childs,1890
RI,Artie Clarke,1890
PA,Ben Conroy,1890
RI,Jimmy Cooney,1890
CT,Tommy Corcoran,1890
MA,Roscoe Coughlin,1890
MN,Jack Crooks,1890
NY,Vince Dailey,1890
NY,Bill Daley,1890
NY,George Davis,1890
PA,Bill Day,1890
Ireland,Patsy Donovan,1890
Ireland,Tom Dowse,1890
Ireland,Jack Doyle,1890
NY,Howard Earl,1890
OH,Jack Easton,1890
PA,Bones Ely,1890
NJ,Duke Esper,1890
PA,John Fitzgerald,1890
TN,Tom Ford,1890
WV,Pat Friel,1890
OH,Bill Garfield,1890
MD,Les German,1890
MD,Tom Gettinger,1890
IN,Bob Glenalvin,1890
PA,Herb Goodall,1890
NJ,Ed Green,1890
NY,Sandy Griffin,1890
KY,John Grim,1890
PA,Billy Gumbert,1890
NY,Jocko Halligan,1890
KY,Charlie Hamburg,1890
NY,Lou Hardie,1890
OH,Jerry Harrington,1890
KY,Billy Hart,1890
OH,George Hemming,1890
DE,Bill Higgins,1890
NJ,Bill Husted,1890
,Lefty Johnson,1890
MO,Bill Joyce,1890
PA,Joe Kappel,1890
MA,John Keefe,1890
NJ,John Kelty,1890
DC,Tom Kinslow,1890
MA,Malachi Kittridge,1890
OH,Billy Klusman,1890
OH,Frank Knauss,1890
CA,Phil Knell,1890
,Sam LaRocque,1890
NY,Mike Lehane,1890
MA,Ezra Lincoln,1890
PA,Bobby Lowe,1890
SC,Pat Luby,1890
IL,Ed Mars,1890
IL,Ed Mayer,1890
Ireland,Charlie McCullough,1890
GA,Willie McGill,1890
NY,Dave McKeough,1890
NY,George Meakim,1890
NJ,Bob Miller,1890
PA,Dusty Miller,1890
PA,John Munyan,1890
NY,Bob Murphy,1890
MA,Con Murphy,1890
RI,Morgan Murphy,1890
WI,Tom Nagle,1890
OH,Joe Neale,1890
WI,Kid Nichols,1890
OH,Parson Nicholson,1890
AB,Fred Osborne,1890
PA,Charlie Parsons,1890
Canada,Bill Phillips,1890
NY,Herman Pitz,1890
MI,John Rainey,1890
RI,Charlie Reilly,1890
PA,Billy Rhines,1890
IL,Fred Roat,1890
MA,Jack Ryan,1890
IL,Harry Sage,1890
PA,Ed Sales,1890
NY,Ted Scheffler,1890
MI,Frank Scheibeck,1890
IL,Crazy Schmit,1890
NY,Jack Sharrott,1890
NH,Tim Shinnick,1890
NY,Hank Simon,1890
CA,Will Smalley,1890
RI,Edgar Smith,1890
Canada,Fred Smith,1890
TN,John Sneed,1890
OH,Charlie Sprague,1890
CT,General Stafford,1890
,William Stecher,1890
MI,Ed Stein,1890
MA,Mike Sullivan,1890
NY,Harry Taylor,1890
MA,Tom Vickery,1890
PA,Jake Virtue,1890
OH,Jack Wadsworth,1890
TN,Jake Wells,1890
MO,Lew Whistler,1890
OH,Bill Whitrock,1890
MO,Bill Wilson,1890
MI,Rasty Wright,1890
OH,Cy Young,1890
PA,Dave Anderson,1890
IN,Kirtley Baker,1890
IL,Charlie Bartson,1890
PA,Sumner Bowman,1890
WV,Jesse Burkett,1890
NY,Will Calihan,1890
MA,Roscoe Coughlin,1890
NY,Vince Dailey,1890
NY,Bill Daley,1890
NY,George Davis,1890
PA,Bill Day,1890
Ireland,Tom Dowse,1890
OH,Jack Easton,1890
PA,Bones Ely,1890
NJ,Duke Esper,1890
PA,John Fitzgerald,1890
TN,Tom Ford,1890
OH,Bill Garfield,1890
MD,Les German,1890
MD,Tom Gettinger,1890
PA,Herb Goodall,1890
NJ,Ed Green,1890
KY,John Grim,1890
PA,Billy Gumbert,1890
KY,Billy Hart,1890
OH,George Hemming,1890
NJ,Bill Husted,1890
MA,John Keefe,1890
MA,Malachi Kittridge,1890
OH,Frank Knauss,1890
CA,Phil Knell,1890
MA,Ezra Lincoln,1890
PA,Bobby Lowe,1890
SC,Pat Luby,1890
IL,Ed Mars,1890
Ireland,Charlie McCullough,1890
GA,Willie McGill,1890
NY,George Meakim,1890
NJ,Bob Miller,1890
NY,Bob Murphy,1890
MA,Con Murphy,1890
OH,Joe Neale,1890
WI,Kid Nichols,1890
AB,Fred Osborne,1890
PA,Charlie Parsons,1890
Canada,Bill Phillips,1890
PA,Billy Rhines,1890
MI,Frank Scheibeck,1890
IL,Crazy Schmit,1890
NY,Jack Sharrott,1890
RI,Edgar Smith,1890
Canada,Fred Smith,1890
OH,Charlie Sprague,1890
CT,General Stafford,1890
,William Stecher,1890
MI,Ed Stein,1890
MA,Mike Sullivan,1890
MA,Tom Vickery,1890
PA,Jake Virtue,1890
OH,Jack Wadsworth,1890
OH,Bill Whitrock,1890
OH,Cy Young,1890
OH,Charlie Bell,1891
MA,Tom Cahill,1891
MA,Jim Canavan,1891
NY,Kid Carsey,1891
MA,Ed Cassian,1891
,Jim Curtiss,1891
NY,Bill Dahlen,1891
WI,George Davies,1891
KY,John Dolan,1891
PA,John Doran,1891
MA,Tommy Dowd,1891
NJ,Bill Eagan,1891
Germany,Ed Eiteljorge,1891
,Warren Fitzgerald,1891
CT,Pete Gilbert,1891
,Bill Gray,1891
MO,Clark Griffith,1891
IN,Bert Inks,1891
PA,Hughie Jennings,1891
