birth_state,name,rookie_yr
PA,Art Allison,1871
PA,Doug Allison,1871
NY,Ross Barnes,1871
NY,Dave Birdsall,1871
NY,Asa Brainard,1871
PA,Ned Cuthbert,1871
NY,Dave Eggler,1871
NY,Bob Ferguson,1871
PA,Cherokee Fisher,1871
NJ,Wes Fisler,1871
NY,Clipper Flynn,1871
NY,Davy Force,1871
OH,Charlie Gould,1871
United Kingdom,George Hall,1871
NJ,John Hatfield,1871
NY,Gene Kimball,1871
NY,Steve King,1871
,Andy Leonard,1871
,Fergy Malone,1871
MD,Bobby Mathews,1871
NY,Bub McAtee,1871
PA,Dick McBride,1871
PA,Mike McGeary,1871
PA,John McMullin,1871
IA,Cal McVey,1871
NY,Charlie Mills,1871
NJ,Everett Mills,1871
NY,Charlie Pabor,1871
,Tom Patterson,1871
NY,Dickey Pearce,1871
PA,Al Pratt,1871
PA,John Radcliff,1871
United Kingdom,Al Reach,1871
PA,Harry Schafer,1871
IL,Al Spalding,1871
NY,Joe Start,1871
NY,Fred Waterman,1871
NY,Deacon White,1871
Netherlands,Rynie Wolters,1871
NY,Jimmy Wood,1871
United Kingdom,Harry Wright,1871
NY,Tom York,1871
NY,George Zettlein,1871
PA,Doug Allison,1871
NY,Ross Barnes,1871
NY,Asa Brainard,1871
NY,Bob Ferguson,1871
PA,Cherokee Fisher,1871
NY,Davy Force,1871
OH,Charlie Gould,1871
NJ,John Hatfield,1871
MD,Bobby Mathews,1871
PA,Dick McBride,1871
PA,John McMullin,1871
IA,Cal McVey,1871
NY,Charlie Pabor,1871
NY,Dickey Pearce,1871
PA,Al Pratt,1871
IL,Al Spalding,1871
NY,Deacon White,1871
Netherlands,Rynie Wolters,1871
United Kingdom,Harry Wright,1871
NY,George Zettlein,1871
IA,Cap Anson,1872
NY,Tom Barlow,1872
PA,George Bechtel,1872
Cuba,Steve Bellan,1872
CT,Cy Bentley,1872
NY,Eddie Booth,1872
NY,Bill Boyd,1872
NY,Jim Britt,1872
NY,Jack Burdock,1872
CT,Frank Buttery,1872
NY,Tom Carey,1872
CT,Jim Carleton,1872
NY,Bill Craver,1872
MA,Candy Cummings,1872
NY,Herman Dehlman,1872
PA,Chick Fulmer,1872
NY,John Glenn,1872
OH,Scott Hastings,1872
NY,Nat Hicks,1872
United Kingdom,Dick Higham,1872
NY,Charlie Hodes,1872
PA,Denny Mack,1872
NY,Phonney Martin,1872
,James McDermott,1872
PA,Levi Meyerle,1872
NY,Lip Pike,1872
NY,Jack Remsen,1872
NY,Fraley Rogers,1872
PA,Count Sensenderfer,1872
NY,Joe Simmons,1872
DC,Bill Stearns,1872
NY,Ezra Sutton,1872
NY,Fred Treacey,1872
NY,George Wright,1872
IA,Cap Anson,1872
PA,George Bechtel,1872
CT,Cy Bentley,1872
NY,Eddie Booth,1872
NY,Bill Boyd,1872
NY,Jim Britt,1872
CT,Frank Buttery,1872
MA,Candy Cummings,1872
PA,Chick Fulmer,1872
PA,Denny Mack,1872
NY,Phonney Martin,1872
,James McDermott,1872
PA,Levi Meyerle,1872
DC,Bill Stearns,1872
NY,Ezra Sutton,1872
NY,George Wright,1872
Canada,Bob Addy,1873
NY,Tommy Beals,1873
DC,Oscar Bielaski,1873
Ireland,Hugh Campbell,1873
NY,John Clapp,1873
NY,Jim Clinton,1873
PA,John Donnelly,1873
NY,Frank Fleet,1873
NY,Count Gedney,1873
MD,Wally Goldsmith,1873
,John Greason,1873
VA,Paul Hines,1873
NY,Jim Holdsworth,1873
DC,Holly Hollingshead,1873
MA,Jack Manning,1873
CT,Tim Murnane,1873
ME,Candy Nelson,1873
NY,Warren White,1873
Ireland,Hugh Campbell,1873
NY,Jim Clinton,1873
NY,Frank Fleet,1873
NY,Count Gedney,1873
,John Greason,1873
VA,Paul Hines,1873
MA,Jack Manning,1873
NY,Billy Barnie,1874
PA,Joe Battin,1874
Ireland,Tommy Bond,1874
NY,Jack Chapman,1874
United Kingdom,Bobby Clack,1874
NJ,Harry Deane,1874
PA,Jim Devlin,1874
NY,John Farrow,1874
LA,John Peters,1874
PA,Johnny Ryan,1874
,Frank Sellman,1874
DC,Pop Snyder,1874
NJ,Charlie Sweasy,1874
CT,Jim Tipper,1874
PA,Joe Battin,1874
Ireland,Tommy Bond,1874
United Kingdom,Bobby Clack,1874
PA,Jim Devlin,1874
LA,John Peters,1874
PA,Johnny Ryan,1874
,Frank Sellman,1874
MO,Joe Blong,1875
NJ,Joe Borden,1875
PA,George Bradley,1875
MA,Steve Brady,1875
NY,John Cassidy,1875
MO,Pud Galvin,1875
,Billy Geer,1875
DC,Joe Gerhardt,1875
MA,Mike Golden,1875
PA,Bill Hague,1875
Ireland,Jimmy Hallinan,1875
,Bill Harbridge,1875
NY,Henry Kessler,1875
PA,Lon Knight,1875
,Jake Knodell,1875
NY,Jumbo Latham,1875
PA,Henry Luff,1875
,Pat McGee,1875
PA,Tim McGinley,1875
NY,John McKelvey,1875
PA,Tom Miller,1875
United Kingdom,Al Nichols,1875
CT,Tricky Nichols,1875
PA,Bill Parks,1875
,Paddy Quinn,1875
PA,Ed Somerville,1875
MO,Joe Blong,1875
NJ,Joe Borden,1875
PA,George Bradley,1875
NY,John Cassidy,1875
MO,Pud Galvin,1875
,Billy Geer,1875
MA,Mike Golden,1875
PA,Lon Knight,1875
PA,Henry Luff,1875
CT,Tricky Nichols,1875
PA,Bill Parks,1875
OH,Amos Booth,1876
MA,Foghorn Bradley,1876
MA,Lew Brown,1876
PA,William Coon,1876
OH,Dory Dean,1876
IL,Will Foley,1876
NC,Charley Jones,1876
MA,John Morrill,1876
PA,Dave Pierson,1876
NJ,Redleg Snyder,1876
MA,Frank Whitney,1876
KY,Dale Williams,1876
NY,Sam Wright,1876
OH,Amos Booth,1876
MA,Foghorn Bradley,1876
MA,Lew Brown,1876
PA,William Coon,1876
OH,Dory Dean,1876
NC,Charley Jones,1876
MA,John Morrill,1876
PA,Dave Pierson,1876
