birth_state,name,rookie_yr
PA,Highball Wilson,1902
NY,Gene Wright,1902
PA,Stan Yerkes,1902
MI,Ike Butler,1902
MA,Pat Carney,1902
Canada,Clarence Currie,1902
OH,Bob Ewing,1902
MI,Dad Hale,1902
OH,Crese Heismann,1902
CA,Ham Iburg,1902
KY,Jim Jones,1902
WI,Addie Joss,1902
VA,Bob Lawson,1902
IL,Carl Lundgren,1902
MD,Gene McCann,1902
MI,Arch McCarthy,1902
PA,Barney McFadden,1902
OH,George Mullin,1902
PA,Alex Pearson,1902
MO,Bill Popp,1902
DE,George Prentiss,1902
OH,Bob Rhoads,1902
IL,Germany Schaefer,1902
TN,Charlie Shields,1902
AL,Oscar Streit,1902
MN,Henry Thielman,1902
OH,Cy Vorhees,1902
IN,Bob Wicker,1902
ME,Pop Williams,1902
PA,Highball Wilson,1902
NY,Gene Wright,1902
PA,Stan Yerkes,1902
PA,Ed Abbaticchio,1903
OH,Fred Abbott,1903
,Chub Aubrey,1903
OR,Charlie Babb,1903
MN,Chief Bender,1903
IN,Monte Beville,1903
United Kingdom,Dave Brain,1903
IN,Mordecai Brown,1903
PA,Charlie Carr,1903
RI,Andy Coakley,1903
MA,John Deering,1903
PA,Gus Dorner,1903
NJ,Jack Dunleavy,1903
NY,Johnny Evers,1903
IL,Cy Falkenberg,1903
PA,Doc Gessler,1903
IL,Norwood Gibson,1903
IL,Jim Hackett,1903
IL,Jack Hendricks,1903
GA,Weldon Henley,1903
TX,Hunter Hill,1903
CT,Danny Hoffman,1903
MO,Oscar Jones,1903
PA,Dutch Jordan,1903
WI,Ed Killian,1903
MI,Rube Kisinger,1903
PA,Joe Martin,1903
,Judge McCredie,1903
MA,Chappie McFarland,1903
PA,Jack McFetridge,1903
NJ,Warren McLaughlin,1903
DC,Charles Moran,1903
NY,Ed Phelps,1903
PA,Lew Ritter,1903
WV,Rabbit Robinson,1903
IL,Frank Roth,1903
TX,Henry Schmidt,1903
PA,Jimmy Sebring,1903
MA,Jack Slattery,1903
NJ,Joe Stanley,1903
MO,Jesse Stovall,1903
KY,Lee Tannehill,1903
KY,Jack Thoney,1903
PA,John Titus,1903
PA,Bucky Veil,1903
IA,Jake Weimer,1903
OH,Kaiser Wilhelm,1903
NJ,Otto Williams,1903
PA,Barney Wolfe,1903
MN,Chief Bender,1903
IN,Mordecai Brown,1903
RI,Andy Coakley,1903
MA,John Deering,1903
PA,Gus Dorner,1903
NJ,Jack Dunleavy,1903
IL,Cy Falkenberg,1903
IL,Norwood Gibson,1903
IL,Jim Hackett,1903
GA,Weldon Henley,1903
CT,Danny Hoffman,1903
MO,Oscar Jones,1903
WI,Ed Killian,1903
MI,Rube Kisinger,1903
MA,Chappie McFarland,1903
PA,Jack McFetridge,1903
NJ,Warren McLaughlin,1903
TX,Henry Schmidt,1903
NJ,Joe Stanley,1903
MO,Jesse Stovall,1903
PA,Bucky Veil,1903
IA,Jake Weimer,1903
OH,Kaiser Wilhelm,1903
PA,Barney Wolfe,1903
OH,Red Ames,1904
ME,Rip Cannell,1904
WI,Fred Carisch,1904
OH,Charlie Case,1904
NY,Joe Cassidy,1904
MA,Walter Clarkson,1904
RI,Frank Corridon,1904
OH,Jim Delahanty,1904
DC,Art Devlin,1904
NY,She Donahue,1904
OH,Gus Dundon,1904
WI,Claude Elliott,1904
IN,Tom Fisher,1904
IA,Fred Glade,1904
MD,Bob Hall,1904
Switzerland,Otto Hess,1904
MO,Frank Huelsman,1904
OH,Miller Huggins,1904
MO,Pat Hynes,1904
WI,Beany Jacobson,1904
Canada,Win Kellum,1904
WI,Red Kleinow,1904
PA,Harry Lumley,1904
PA,Johnny Lush,1904
MN,Mike Lynch,1904
PA,Sherry Magee,1904
NJ,Mike McCormack,1904
PA,Moose McCormick,1904
OH,Ed McNichol,1904
PA,John McPherson,1904
NY,Billy Milligan,1904
OH,Cy Morgan,1904
,Jim Mullen,1904
Ireland,Tom Needham,1904
NY,Fred Odwell,1904
NC,Champ Osteen,1904
MO,Barney Pelty,1904
OH,Ambrose Puttmann,1904
OH,Doc Reisling,1904
NY,Chick Robitaille,1904
TN,War Sanders,1904
NY,Doc Scanlan,1904
OH,Admiral Schlei,1904
PA,Spike Shannon,1904
OH,Danny Shay,1904
Canada,Frank Smith,1904
IL,Jake Stahl,1904
MO,George Stovall,1904
PA,Terry Turner,1904
PA,Tom Walker,1904
PA,Ed Walsh,1904
NY,Hooks Wiltse,1904
OH,Sam Woodruff,1904
NY,Dave Zearfoss,1904
OH,Red Ames,1904
OH,Charlie Case,1904
MA,Walter Clarkson,1904
RI,Frank Corridon,1904
OH,Jim Delahanty,1904
WI,Claude Elliott,1904
IN,Tom Fisher,1904
IA,Fred Glade,1904
Switzerland,Otto Hess,1904
MO,Pat Hynes,1904
WI,Beany Jacobson,1904
Canada,Win Kellum,1904
PA,Johnny Lush,1904
MN,Mike Lynch,1904
OH,Ed McNichol,1904
PA,John McPherson,1904
NY,Billy Milligan,1904
OH,Cy Morgan,1904
MO,Barney Pelty,1904
OH,Ambrose Puttmann,1904
OH,Doc Reisling,1904
NY,Chick Robitaille,1904
TN,War Sanders,1904
NY,Doc Scanlan,1904
Canada,Frank Smith,1904
PA,Tom Walker,1904
PA,Ed Walsh,1904
NY,Hooks Wiltse,1904
TX,Rick Adams,1905
NY,Emil Batch,1905
OH,Al Bridwell,1905
IA,Buster Brown,1905
VA,Jim Buchanan,1905
PA,Ralph Caldwell,1905
CA,Hal Chase,1905
WI,Charlie Chech,1905
NY,Bill Clancy,1905
MA,Josh Clarke,1905
PA,Otis Clymer,1905
GA,Ty Cobb,1905
,Mickey Doolin,1905
NY,Jack Doscher,1905
MI,Wish Egan,1905
Canada,George Gibson,1905
,Moose Grimshaw,1905
OH,Ed Hahn,1905
PA,Dick Harley,1905
MO,Mike Heydon,1905
IL,Homer Hillebrand,1905
MO,Solly Hofman,1905
MI,Bill Hogg,1905
IL,Del Howard,1905
NC,Charlie Jones,1905
IL,Nick Kahl,1905
AR,Harry Kane,1905
Canada,John Knight,1905
IN,Punch Knoll,1905
Germany,Ben Koehler,1905
NY,Bill Lauterborn,1905
IL,Lefty Leifield,1905
PA,Phil Lewis,1905
PA,Chris Lindsay,1905
PA,Bris Lord,1905
NY,Charlie Malay,1905
WI,George McBride,1905
OH,Harry McIntire,1905
IN,Rabbit Nill,1905
CA,Orval Overall,1905
PA,Red Owens,1905
MI,Ed Reulbach,1905
NE,Ike Rockenfield,1905
OH,George Rohe,1905
NY,Frank Schulte,1905
PA,Bud Sharpe,1905
IA,George Stone,1905
AL,Gabby Street,1905
KS,Elmer Stricklett,1905
MN,Jake Thielman,1905
MD,Bob Unglaub,1905
DE,Rube Vinson,1905
KS,Art Weaver,1905
ME,Irv Young,1905
TX,Rick Adams,1905
IA,Buster Brown,1905
VA,Jim Buchanan,1905
PA,Ralph Caldwell,1905
CA,Hal Chase,1905
WI,Charlie Chech,1905
GA,Ty Cobb,1905
NY,Jack Doscher,1905
MI,Wish Egan,1905
PA,Dick Harley,1905
IL,Homer Hillebrand,1905
MI,Bill Hogg,1905
IL,Del Howard,1905
AR,Harry Kane,1905
IL,Lefty Leifield,1905
PA,Bris Lord,1905
OH,Harry McIntire,1905
CA,Orval Overall,1905
MI,Ed Reulbach,1905
KS,Elmer Stricklett,1905
MN,Jake Thielman,1905
ME,Irv Young,1905
PA,Whitey Alpermann,1906
IL,Dave Altizer,1906
OH,Charlie Armbruster,1906
OH,Harry Armbruster,1906
NY,Jap Barbeau,1906
WI,Ed Barry,1906
OH,Johnny Bates,1906
NE,Fred Beebe,1906
NE,Pug Bennett,1906
AL,Art Brouthers,1906
PA,Sam Brown,1906
NY,Al Burch,1906
KY,Howie Camnitz,1906
Canada,Nig Clarke,1906
IA,Jack Coombs,1906
TX,Forrest Crawford,1906
PA,Snake Deal,1906
OH,Frank Delahanty,1906
PA,Jerry Donovan,1906
NY,Tom Doran,1906
OH,Carl Druhot,1906
NY,Jimmy Dygert,1906
IA,Harry Eells,1906
IN,John Eubank,1906
,Cecil Ferguson,1906
MA,Bob Ganley,1906
CO,Ralph Glaze,1906
OH,John Godwin,1906
IL,Charley Hall,1906
MA,Joe Harris,1906
CO,Roy Hartzell,1906
OH,Jack Himes,1906
MO,Art Hoelskoetter,1906
MA,Jack Hoey,1906
PA,John Hummel,1906
NY,Tim Jordan,1906
MN,Frank Jude,1906
TX,Ed Karger,1906
OH,Frank LaPorte,1906
WI,Louis LeRoy,1906
IA,Vive Lindaman,1906
OH,Paddy Livingston,1906
DE,Hans Lobert,1906
PA,Doc Marshall,1906
Canada,Larry McLean,1906
MO,Dutch Meier,1906
IA,Red Morgan,1906
MA,George Moriarty,1906
PA,Red Murray,1906
,Joe Nealon,1906
MI,Harry Niles,1906
MA,Pete Noonan,1906
NY,Rube Oldring,1906
PA,Jim Pastorius,1906
NY,Fred Payne,1906
OH,Jack Pfiester,1906
PA,Tommy Raub,1906
PA,Lew Richie,1906
OH,Branch Rickey,1906
NY,Claude Rossman,1906
OH,Larry Schlafly,1906
AR,Boss Schmidt,1906
LA,Paul Sentell,1906
CA,Tommy Sheehan,1906
NY,Charlie Smith,1906
RI,Ed Smith,1906
PA,Tubby Spencer,1906
MA,Allie Strobel,1906
OH,Len Swormstedt,1906
IA,Gus Thompson,1906
OH,Howard Wakefield,1906
Norway,Jimmy Wiggs,1906
WI,Ed Barry,1906
NE,Fred Beebe,1906
KY,Howie Camnitz,1906
IA,Jack Coombs,1906
OH,Carl Druhot,1906
NY,Jimmy Dygert,1906
IA,Harry Eells,1906
IN,John Eubank,1906
,Cecil Ferguson,1906
CO,Ralph Glaze,1906
IL,Charley Hall,1906
MA,Joe Harris,1906
MO,Art Hoelskoetter,1906
TX,Ed Karger,1906
WI,Louis LeRoy,1906
IA,Vive Lindaman,1906
PA,Jim Pastorius,1906
OH,Jack Pfiester,1906
PA,Lew Richie,1906
NY,Charlie Smith,1906
RI,Ed Smith,1906
OH,Len Swormstedt,1906
IA,Gus Thompson,1906
Norway,Jimmy Wiggs,1906
OH,Goat Anderson,1907
FL,Jack Barnett,1907
OH,Bill Bartley,1907
NY,George Bell,1907
IL,Heinie Berger,1907
NY,Joe Birmingham,1907
GA,Cliff Blankenship,1907
MO,Jake Boultes,1907
NJ,Fred Burchell,1907
PA,Frank Burke,1907
MO,Bobby Byrne,1907
IA,Red Downs,1907
IL,Larry Doyle,1907
IL,Bill Essick,1907
IA,Lou Fiene,1907
IL,Art Fromme,1907
,Hank Gehring,1907
NE,Oscar Graham,1907
MA,Eddie Grant,1907
MA,Jack Hannifin,1907
PA,Bill Hinchman,1907
NE,Roy Hitt,1907
IL,Ed Holly,1907
KS,Walter Johnson,1907
IL,John Kane,1907
CA,Bobby Keefe,1907
NJ,John Kelly,1907
PA,Otto Knabe,1907
WI,Ed Konetchy,1907
TX,Art Kruger,1907
IN,Glenn Liebhardt,1907
MD,Nick Maddox,1907
NY,Del Mason,1907
PA,Stoney McGlynn,1907
TN,Clyde Milan,1907
OH,Mike Mitchell,1907
PA,Lew Moren,1907
PA,Mike Mowrey,1907
,Tacks Neuer,1907
MD,Simon Nicholls,1907
MI,Frank Oberlin,1907
AB,Fred Osborn,1907
WI,Nig Perrine,1907
PA,Bob Peterson,1907
IN,Tex Pruiett,1907
MN,Lee Quillin,1907
Canada,Newt Randall,1907
IL,Bugs Raymond,1907
GA,Nap Rucker,1907
MO,Bill Shipke,1907
Canada,Fred Smith,1907
Canada,Tony Smith,1907
OH,Jim Stephens,1907
NY,Alan Storke,1907
MA,Denny Sullivan,1907
PA,Bill Sweeney,1907
NY,Ira Thomas,1907
MI,Rube Vickers,1907
NY,Heinie Wagner,1907
VA,Ed Willett,1907
OH,Bill Bartley,1907
NY,George Bell,1907
IL,Heinie Berger,1907
MO,Jake Boultes,1907
NJ,Fred Burchell,1907
IL,Bill Essick,1907
IA,Lou Fiene,1907
IL,Art Fromme,1907
,Hank Gehring,1907
NE,Oscar Graham,1907
NE,Roy Hitt,1907
KS,Walter Johnson,1907
CA,Bobby Keefe,1907
WI,Ed Konetchy,1907
IN,Glenn Liebhardt,1907
MD,Nick Maddox,1907
NY,Del Mason,1907
PA,Stoney McGlynn,1907
PA,Lew Moren,1907
,Tacks Neuer,1907
MI,Frank Oberlin,1907
IN,Tex Pruiett,1907
IL,Bugs Raymond,1907
GA,Nap Rucker,1907
Canada,Fred Smith,1907
MI,Rube Vickers,1907
VA,Ed Willett,1907
CA,Frank Arellanes,1908
DC,Jake Atz,1908
AR,Bill Bailey,1908
MI,Neal Ball,1908
CT,Jack Barry,1908
KS,Beals Becker,1908
PA,Walter Blair,1908
WA,Jack Bliss,1908
TX,Bill Burns,1908
PA,Billy Campbell,1908
PA,Bill Carrigan,1908
VA,Nick Carter,1908
IN,Eli Cates,1908
NY,Bill Chappelle,1908
NJ,Chappy Charles,1908
MI,Eddie Cicotte,1908
NY,Eddie Collins,1908
PA,Harry Coveleski,1908
IN,Doc Crandall,1908
CA,Gavvy Cravath,1908
OH,Joe Delahanty,1908
VT,Jean Dubuc,1908
NJ,Bill Foxen,1908
CA,Jerry Freeman,1908
PA,Wilbur Good,1908
IL,Peaches Graham,1908
MI,Bill Grahame,1908
MD,Buck Herzog,1908
NE,Irv Higginbotham,1908
PA,Jim Kane,1908
IL,Burt Keeley,1908
NY,Rube Kroh,1908
NY,Joe Lake,1908
ME,Harry Lord,1908
KY,Bill Ludwig,1908
PA,Rube Manning,1908
IL,Moxie Manuel,1908
MA,Tom McCarthy,1908
VT,Amby McConnell,1908
United Kingdom,Irish McIlveen,1908
PA,Tommy McMillan,1908
NY,George McQuillan,1908
IA,Danny Moeller,1908
OH,Dode Paskert,1908
MA,Harry Pattee,1908
WI,George Perring,1908
KS,Charlie Rhodes,1908
PA,Jack Rowan,1908
OH,Slim Sallee,1908
NY,Biff Schlitzer,1908
OH,Al Schweitzer,1908
United Kingdom,Al Shaw,1908
SC,Syd Smith,1908
OH,Bob Spade,1908
TX,Tris Speaker,1908
OH,Charlie Starr,1908
NY,Elmer Steele,1908
IN,Ed Summers,1908
MO,Harry Swacina,1908
MA,Tom Tuckey,1908
TX,Chief Wilson,1908
PA,Roy Witherup,1908
IN,Harley Young,1908
CA,Frank Arellanes,1908
AR,Bill Bailey,1908
TX,Bill Burns,1908
PA,Billy Campbell,1908
VA,Nick Carter,1908
IN,Eli Cates,1908
NY,Bill Chappelle,1908
MI,Eddie Cicotte,1908
PA,Harry Coveleski,1908
IN,Doc Crandall,1908
VT,Jean Dubuc,1908
NJ,Bill Foxen,1908
PA,Wilbur Good,1908
IL,Peaches Graham,1908
MI,Bill Grahame,1908
NE,Irv Higginbotham,1908
IL,Burt Keeley,1908
NY,Rube Kroh,1908
NY,Joe Lake,1908
PA,Rube Manning,1908
IL,Moxie Manuel,1908
MA,Tom McCarthy,1908
United Kingdom,Irish McIlveen,1908
NY,George McQuillan,1908
WI,George Perring,1908
KS,Charlie Rhodes,1908
PA,Jack Rowan,1908
OH,Slim Sallee,1908
NY,Biff Schlitzer,1908
OH,Bob Spade,1908
TX,Tris Speaker,1908
NY,Elmer Steele,1908
IN,Ed Summers,1908
MA,Tom Tuckey,1908
PA,Roy Witherup,1908
IN,Harley Young,1908
TX,Harry Ables,1909
MO,Bill Abstein,1909
IN,Babe Adams,1909
Ireland,Jimmy Archer,1909
United Kingdom,Jimmy Austin,1909
TN,Chick Autry,1909
OH,Les Backman,1909
NY,Fred Beck,1909
OH,Bob Bescher,1909
KS,Chick Brandom,1909
IL,Lew Brockett,1909
IN,Donie Bush,1909
ME,Wally Clement,1909
NY,Jack Coffey,1909
WI,Willis Cole,1909
VT,Ray Collins,1909
PA,Birdie Cree,1909
MS,Dode Criss,1909
OH,Cliff Curtis,1909
Germany,Pep Deininger,1909
IL,Ray Demmitt,1909
OH,Pat Donahue,1909
ME,Tom Downey,1909
NE,Ted Easterly,1909
OR,Dick Egan,1909
CA,Rube Ellis,1909
OH,Clyde Engle,1909
OH,Steve Evans,1909
IN,Charlie French,1909
MD,Sam Frock,1909
IL,Earle Gardner,1909
IA,Harry Gaspar,1909
PA,Gus Getz,1909
MI,Dolly Gray,1909
KS,Art Griggs,1909
IL,Bob Groom,1909
KS,Rip Hagerman,1909
MO,Bob Harmon,1909
CA,Heinie Heitmuller,1909
IL,Eddie Higgins,1909
WV,Dick Hoblitzell,1909
CA,Harry Hooper,1909
IL,Tom Hughes,1909
NY,George Hunter,1909
MI,Red Killefer,1909
CA,Harry Krause,1909
MI,Jul Kustus,1909
Netherlands,Jack Lelivelt,1909
NJ,Ed Lennox,1909
OH,Rube Marquard,1909
NY,Al Mattern,1909
PA,Jack McAleese,1909
GA,Pryor McElveen,1909
IA,Steve Melter,1909
WI,Fred Merkle,1909
CA,Chief Meyers,1909
NY,Dots Miller,1909
PA,Ward Miller,1909
IN,Forrest More,1909
LA,Rebel Oakes,1909
MI,Fred Olmstead,1909
,Yip Owens,1909
OH,Larry Pape,1909
OH,Billy Purtell,1909
Slovakia,Jack Quinn,1909
WI,John Raleigh,1909
MA,Jack Ryan,1909
SD,Jim Scott,1909
MA,Dave Shean,1909
MO,Kid Speer,1909
CA,Oscar Stanage,1909
NC,Fred Stem,1909
NC,George Suggs,1909
MO,Harry Suter,1909
,Ed Sweeney,1909
PA,Joe Ward,1909
WV,Jack Warhop,1909
OH,Kirby White,1909
MA,Pete Wilson,1909
CA,Harry Wolter,1909
IL,Ralph Works,1909
NY,Heinie Zimmerman,1909
TX,Harry Ables,1909
IN,Babe Adams,1909
OH,Les Backman,1909
KS,Chick Brandom,1909
IL,Lew Brockett,1909
VT,Ray Collins,1909
MS,Dode Criss,1909
OH,Cliff Curtis,1909
Germany,Pep Deininger,1909
MD,Sam Frock,1909
IA,Harry Gaspar,1909
MI,Dolly Gray,1909
IL,Bob Groom,1909
KS,Rip Hagerman,1909
MO,Bob Harmon,1909
IL,Eddie Higgins,1909
CA,Harry Hooper,1909
IL,Tom Hughes,1909
NY,George Hunter,1909
CA,Harry Krause,1909
OH,Rube Marquard,1909
NY,Al Mattern,1909
PA,Jack McAleese,1909
IA,Steve Melter,1909
IN,Forrest More,1909
MI,Fred Olmstead,1909
OH,Larry Pape,1909
Slovakia,Jack Quinn,1909
WI,John Raleigh,1909
MA,Jack Ryan,1909
SD,Jim Scott,1909
MO,Kid Speer,1909
NC,George Suggs,1909
MO,Harry Suter,1909
WV,Jack Warhop,1909
OH,Kirby White,1909
MA,Pete Wilson,1909
CA,Harry Wolter,1909
IL,Ralph Works,1909
